0.000000,1.741775,7.778429,18.483463,40.163390,48.032459,81.037270,100.451573,86.807197,171.991894,150.372682,124.598374,61.630962,66.015385,141.822040,156.196069,116.890434,0.893801,0.811528,0.987844,0.862180,0.931093,0.997793,0.946081,5126.306851,5269.560684,36.598661,980.064180,931.505683,97.244862,1631827988.734514,0.000000
1.000000,3.388043,13.732069,27.527171,55.475476,69.931630,64.136771,110.136456,88.426375,83.257820,23.906303,-21.032939,-59.195249,-54.103033,-228.920553,-304.842353,-64.149595,0.974830,0.863133,0.901172,0.829753,0.955831,0.973980,0.945311,5328.302783,4832.618855,36.598966,938.754135,949.969526,98.035227,1631827988.748246,0.000000
2.000000,5.326116,21.989807,43.100101,52.660125,58.833133,47.085979,25.089849,-15.202066,-101.697304,-185.707563,-194.748180,-140.900218,-53.640592,-94.893473,14.785048,35.296721,0.808576,0.885704,0.890437,0.817702,0.854474,0.951071,0.902365,5282.948736,5141.423361,36.608467,914.571373,975.325161,87.420049,1631827988.748252,0.000000
3.000000,7.007082,22.548647,45.756801,38.762462,30.699441,-13.349053,-69.514631,-72.112779,-92.202944,-76.728265,-25.633197,31.854662,91.432667,314.790253,252.748343,169.751594,0.850852,0.944506,0.966403,0.884350,0.804382,0.978613,1.070467,5337.445648,5022.836617,36.607155,1029.795636,965.127612,85.971988,1631827988.763264,0.000000
4.000000,8.499784,27.822812,43.444724,20.901729,-11.328036,-53.778343,-70.752923,-87.924688,-20.304299,70.155747,116.772402,132.352317,46.783011,-3.147753,-109.336661,-111.441818,0.828649,0.834842,0.858663,0.935385,0.940851,0.860956,0.971481,5205.873464,5331.885311,36.595612,919.982286,971.044588,80.601621,1631827988.763270,0.000000
5.000000,9.376648,27.522336,28.696770,-1.212562,-46.363205,-95.166250,-52.851872,9.545991,72.166545,101.739629,135.881678,-22.513142,-112.467094,-123.088064,-161.327536,83.658946,0.835545,0.965194,0.979924,0.926079,0.933241,0.913325,1.060177,4505.449239,4726.854761,36.591149,937.508176,993.914195,88.748683,1631827988.779217,0.000000
6.000000,10.430715,28.325465,15.731111,-26.676525,-85.240949,-69.807819,16.536632,68.488065,65.070177,22.901103,-50.233086,-73.568877,-141.615780,55.305485,178.154380,37.839566,0.836012,0.894823,0.970326,0.950683,0.983433,0.804069,1.042312,5406.529670,4747.513778,36.591316,1002.199302,1061.991719,82.774039,1631827988.779223,0.000000
7.000000,12.326384,25.224908,1.004223,-46.941669,-48.904725,-0.133913,60.794306,100.319786,-3.678111,-166.551493,-197.421320,4.076052,103.549473,82.755411,-13.090739,-324.205554,0.880857,0.839406,0.839953,0.833076,0.851454,0.973862,1.009503,4861.120606,4828.042462,36.594099,1050.178284,987.102412,84.442097,1631827988.795262,0.000000
8.000000,12.449690,22.597211,-16.414868,-47.884886,-28.934059,40.956721,118.312667,3.666760,-96.900014,-121.214142,51.792444,109.398705,81.580515,-229.232039,-196.722557,-0.644232,0.936337,0.981122,0.976239,0.858416,0.802825,0.997144,0.920395,5392.688638,4740.385048,36.604990,942.951343,1061.254657,80.027087,1631827988.795269,0.000000
9.000000,13.739042,15.600300,-25.033639,-47.277789,15.392480,84.104478,42.712994,-108.793619,-130.125318,57.561603,208.663835,14.336160,-216.093302,-184.592588,211.921290,79.423347,0.938999,0.949484,0.972819,0.951410,0.969963,0.979083,1.031029,4952.506247,5377.289564,36.603909,972.809245,1081.753329,82.588298,1631827988.811259,0.000000
10.000000,13.298465,9.500584,-38.222698,-25.732921,46.201074,78.627087,-61.531942,-137.111694,20.993180,140.628572,0.379345,-164.696057,-51.423341,65.794318,179.615985,-297.618155,0.994468,0.938471,0.998405,0.993555,0.940526,0.826140,0.940422,5215.666072,5109.630209,36.609480,1092.727319,1081.598253,98.463929,1631827988.811267,0.000000
11.000000,13.468994,2.027251,-43.260902,-6.852931,59.273920,10.727994,-101.426380,-12.464679,72.023850,16.666703,-155.491484,-41.122895,286.410495,19.200343,-81.317594,-30.146786,0.900805,0.850120,0.911365,0.881031,0.802007,0.935776,1.004663,4689.559200,4731.211438,36.590059,982.811463,1093.088142,99.689260,1631827988.827219,0.000000
12.000000,14.521840,-5.317819,-42.162699,26.194245,49.109468,-35.136049,-66.713296,107.722770,45.959774,-102.119048,-42.142270,217.315014,18.436377,-114.142709,18.663769,134.606305,0.886959,0.882282,0.970243,0.808613,0.825503,0.955964,0.989084,5360.881814,4889.802065,36.593335,998.468317,1090.627011,90.347529,1631827988.827266,0.000000
13.000000,13.481478,-10.918362,-36.039741,41.282948,27.332330,-86.758188,4.222744,136.587527,-51.608635,-113.375630,98.610431,31.998395,-75.750734,33.414730,64.209130,-95.397478,0.902295,0.934701,0.851439,0.817772,0.803995,0.829072,0.960843,4574.969522,4686.412016,36.598567,902.573875,969.036307,85.482602,1631827988.843261,0.000000
14.000000,12.850724,-16.600078,-22.974124,56.355150,-11.573280,-92.088544,54.736593,35.638365,-181.142133,85.822731,102.882327,-87.630724,-4.181180,117.420741,-196.335816,-146.416022,0.860526,0.800551,0.816322,0.993573,0.838971,0.853599,1.053311,5477.151269,4556.239094,36.591915,970.044096,986.299517,95.364825,1631827988.843268,0.000000
15.000000,13.044815,-20.975402,-7.041257,44.950345,-59.332773,-21.624855,68.803270,-80.630179,-51.392280,147.606148,-124.961533,-45.245569,249.843086,-54.864435,-125.889260,82.454847,0.999514,0.847848,0.981539,0.878295,0.807807,0.890930,0.918939,4669.565621,4890.467418,36.592821,943.625084,1014.493987,95.899624,1631827988.859256,0.000000
16.000000,11.383266,-24.898306,10.485735,39.681387,-77.753586,41.695209,31.047538,-106.196335,88.324958,28.915476,-198.804432,127.382897,-16.005335,-76.719831,250.608947,-41.264939,0.860342,0.965919,0.834947,0.984095,0.981315,0.997661,1.044044,5176.165579,5471.924603,36.592267,920.410688,1098.162003,98.491408,1631827988.859275,0.000000
17.000000,11.392469,-27.323362,26.983971,15.163339,-52.758935,69.199729,-37.655013,-52.098128,144.253396,-80.457922,22.719950,101.112896,-126.579489,117.958355,-14.699176,-88.503239,0.876070,0.966304,0.937402,0.921921,0.809648,0.997568,0.939114,5252.068606,5235.415445,36.597393,1083.435550,1041.065601,99.673922,1631827988.875258,0.000000
18.000000,9.926527,-30.470129,39.960206,-16.244698,-35.113939,99.131866,-97.578629,56.338574,18.171416,-142.851543,138.780891,-148.494884,21.148047,75.122697,-194.890993,81.956249,0.976970,0.992142,0.892607,0.917837,0.848660,0.986035,1.027271,5247.519194,5109.606740,36.595197,980.169591,1082.323353,94.004926,1631827988.875265,0.000000
19.000000,8.503502,-25.646786,44.315467,-36.592155,15.698874,24.605767,-75.582823,71.916074,-148.179059,56.395627,16.942420,-73.688154,124.848832,-313.508094,39.988948,-48.094795,0.899597,0.820843,0.831766,0.848162,0.946992,0.829555,1.056250,5360.159416,5413.419201,36.606062,933.037938,923.651781,94.630991,1631827988.891226,0.000000
20.000000,6.733086,-25.317303,45.270227,-61.015156,49.974213,-38.788691,-7.645883,62.615683,-116.623926,86.412395,-122.346993,111.396494,-35.320809,-17.563728,187.216107,-84.963601,0.892672,0.928823,0.939861,0.804196,0.983431,0.846231,0.954445,4829.455768,4857.135727,36.595958,914.935850,974.002588,88.511671,1631827988.891232,0.000000
21.000000,5.384363,-18.503104,31.860451,-60.425177,52.718403,-79.097804,85.354641,-34.885839,20.831819,31.063403,-100.825168,104.817288,-177.992298,334.769996,-340.010115,105.500039,0.989716,0.954017,0.905954,0.930812,0.841640,0.956448,0.901725,4849.589659,4599.967821,36.591446,995.290382,1041.800779,98.309935,1631827988.907274,0.000000
22.000000,3.676258,-12.303859,24.995644,-41.709795,59.519332,-92.650260,124.674285,-81.785268,124.141541,-120.919649,151.847213,-73.190752,77.900391,-21.862630,14.364508,21.814246,0.814147,0.827771,0.813404,0.965678,0.940485,0.836313,0.967088,4682.837211,5131.600379,36.590220,1080.747576,995.041682,90.820463,1631827988.907280,0.000000
23.000000,1.784521,-5.531264,11.034633,-16.493144,32.041822,-39.416473,52.674835,-87.128083,78.164654,-115.368428,184.310012,-62.413136,70.412509,-132.764174,145.879069,-184.567290,0.894040,0.802573,0.977867,0.889891,0.879252,0.945947,0.963895,5167.771230,5082.539796,36.602655,983.756186,1087.110840,81.852852,1631827988.923215,0.000000
24.000000,-0.000000,1.415527,-4.672976,7.361227,-11.748213,24.205306,-23.324534,44.998428,-49.189670,30.809756,-85.249466,66.801790,-37.847579,202.131157,-48.828551,92.602515,0.929271,0.836174,0.855011,0.954459,0.995205,0.859905,0.971287,5415.901569,5186.409418,36.601624,921.666397,969.237884,89.948348,1631827988.923222,0.000000
25.000000,-1.857606,7.626308,-22.314113,27.627851,-51.949460,81.100085,-59.765325,97.909202,-80.381267,150.259229,-207.333103,153.330480,-95.645744,197.494181,-67.298545,43.262136,0.861216,0.856455,0.971359,0.832804,0.942855,0.911885,0.924675,4766.852931,4834.450723,36.608793,1062.798281,1014.048319,91.958810,1631827988.939211,0.000000
